Origin,Destination,Traffic
United Arab Emirates,Kenya,710472
United Arab Emirates,Kuwait,2522324
United Arab Emirates,Kyrgyzstan,105953
United Arab Emirates,Latvia,21875
United Arab Emirates,Lebanon,207133
United Arab Emirates,North Macedonia,28781
United Arab Emirates,Malaysia,1043723
United Arab Emirates,Maldives,770797
United Arab Emirates,Malta,73074
United Arab Emirates,Mauritius,676108
United Arab Emirates,Mexico,4535
United Arab Emirates,Moldova,237
United Arab Emirates,Montenegro,6018
United Arab Emirates,Morocco,165943
United Arab Emirates,Myanmar,88458
United Arab Emirates,Nepal,528723
United Arab Emirates,Nigeria,470605
United Arab Emirates,Norway,183868
United Arab Emirates,Oman,2129743
United Arab Emirates,Pakistan,4906043
United Arab Emirates,Philippines,1614176
United Arab Emirates,Poland,361209
United Arab Emirates,Portugal,400527
United Arab Emirates,Romania,205609
United Arab Emirates,Russia,731399
United Arab Emirates,Rwanda,91799
United Arab Emirates,Saudi Arabia,6395986
United Arab Emirates,Serbia,101544
United Arab Emirates,Seychelles,351723
United Arab Emirates,Singapore,1128593
United Arab Emirates,Somalia,106350
United Arab Emirates,South Africa,1042339
United Arab Emirates,South Korea,672168
United Arab Emirates,South Sudan,36354
United Arab Emirates,Spain,820065
United Arab Emirates,Sri Lanka,268176
United Arab Emirates,Sudan,353284
United Arab Emirates,Switzerland,1179934
United Arab Emirates,Syria,196
United Arab Emirates,Tajikistan,70320
United Arab Emirates,Tanzania,176837
United Arab Emirates,Thailand,1165159
United Arab Emirates,Tunisia,187085
United Arab Emirates,Turkey,1536191
United Arab Emirates,Uganda,302307
United Arab Emirates,Ukraine,308340
United Arab Emirates,United Arab Emirates,283786
United Arab Emirates,United Kingdom,6872145
United Arab Emirates,United States of America,3363642
United Arab Emirates,Uzbekistan,157672
United Arab Emirates,Vietnam,432465
United Arab Emirates,Zambia,118482
United Arab Emirates,Zimbabwe,77764
United Kingdom,Albania,224668
United Kingdom,Australia,400065
United Kingdom,Austria,2039177
United Kingdom,Bahamas,61092
United Kingdom,Bangladesh,50542
United Kingdom,Barbados,578
United Kingdom,Belarus,34474
United Kingdom,Belgium,159259
United Kingdom,Bosnia and Herzegovina,6552
United Kingdom,Brazil,4
United Kingdom,Bulgaria,1440208
United Kingdom,Canada,3580922
United Kingdom,Cape Verde,231511
United Kingdom,Chile,90100
United Kingdom,China,1538369
United Kingdom,Taiwan,156890
United Kingdom,Costa Rica,86437
United Kingdom,Croatia,1164906
United Kingdom,Cuba,23920
United Kingdom,Cyprus,2054792
United Kingdom,Czechia,2157363
United Kingdom,Denmark,197698
United Kingdom,Dominican Republic,317592
United Kingdom,Egypt,232841
United Kingdom,Estonia,228366
United Kingdom,Falkland Islands (Malvinas),24011
United Kingdom,Finland,143634
United Kingdom,France,6301803
United Kingdom,Gambia,9767
United Kingdom,Georgia,18941
United Kingdom,Germany,7449135
United Kingdom,Gibraltar,49994
United Kingdom,Greece,3192074
United Kingdom,Hungary,111318
United Kingdom,Iceland,1044422
United Kingdom,India,198012
United Kingdom,Ireland,4390032
United Kingdom,Israel,1297755
United Kingdom,Italy,10269845
United Kingdom,Jamaica,364511
United Kingdom,Japan,682730
United Kingdom,Kazakhstan,43187
United Kingdom,Kenya,331706
United Kingdom,Latvia,825309
United Kingdom,Lithuania,838639
United Kingdom,Luxembourg,563151
United Kingdom,North Macedonia,84465
United Kingdom,Malaysia,5270
United Kingdom,Maldives,30401
United Kingdom,Malta,1648425
United Kingdom,Mauritius,213289
United Kingdom,Mexico,419704
United Kingdom,Montenegro,124198
United Kingdom,Morocco,915872
United Kingdom,Netherlands,547916
United Kingdom,New Zealand,17
United Kingdom,Nigeria,381302
United Kingdom,Norway,2275924
United Kingdom,Oman,507181
United Kingdom,Pakistan,105236
United Kingdom,Peru,42520
United Kingdom,Philippines,111116
United Kingdom,Poland,5389114
United Kingdom,Portugal,5068989
United Kingdom,Qatar,222546
United Kingdom,Romania,2391662
United Kingdom,Russia,734099
United Kingdom,Saint Kitts and Nevis,14140
United Kingdom,Saint Lucia,185454
United Kingdom,Saudi Arabia,300167
United Kingdom,Serbia,72449
United Kingdom,Seychelles,35544
United Kingdom,Singapore,1366178
United Kingdom,Slovakia,111465
United Kingdom,Slovenia,231165
United Kingdom,Spain,20522240
United Kingdom,Sweden,119799
United Kingdom,Switzerland,2993545
United Kingdom,Syria,1
United Kingdom,Thailand,13782
United Kingdom,Trinidad and Tobago,99080
United Kingdom,Tunisia,428918
United Kingdom,Turkey,589321
United Kingdom,Turks and Caicos Islands,11314
United Kingdom,Ukraine,96374
United Kingdom,United Arab Emirates,696446
United Kingdom,United Kingdom,22471107
United Kingdom,United States of America,8322286
United Kingdom,Uzbekistan,29619
United Kingdom,Vietnam,74528
United Republic of Tanzania,Comoros,37891
United Republic of Tanzania,Israel,476
United Republic of Tanzania,Kenya,407427
United Republic of Tanzania,Malawi,22651
United Republic of Tanzania,Mauritius,773
United Republic of Tanzania,Mayotte,3618
United Republic of Tanzania,Mozambique,9771
United Republic of Tanzania,Oman,25432
United Republic of Tanzania,Qatar,57826
United Republic of Tanzania,Rwanda,62136
United Republic of Tanzania,South Africa,94314
United Republic of Tanzania,Switzerland,32124
United Republic of Tanzania,Tanzania,1365641
United Republic of Tanzania,Turkey,72971
United Republic of Tanzania,Uganda,29107
United Republic of Tanzania,United Arab Emirates,235806
United Republic of Tanzania,Zambia,15056
United Republic of Tanzania,Zimbabwe,31834
United States of America,Argentina,430426
United States of America,Aruba,146953
United States of America,Australia,2822118
United States of America,Austria,685948
United States of America,Bahamas,2952947
United States of America,Belgium,90556
United States of America,Belize,107009
United States of America,Bermuda,75846
United States of America,Bolivia,172220
United States of America,"Bonaire, Saint Eustatius and Saba",29143
United States of America,Brazil,1188075
United States of America,British Virgin Islands,32046
United States of America,Canada,32871577
United States of America,Cape Verde,42815
United States of America,Cayman Islands,498730
United States of America,Chile,1174652
United States of America,China,5511585
United States of America,Taiwan,3003258
United States of America,Colombia,478728
United States of America,Cook Islands,24533
United States of America,Costa Rica,2989959
United States of America,Cuba,847744
United States of America,Curaçao,8915
United States of America,Czechia,182912
United States of America,Denmark,69944
United States of America,Dominican Republic,7215433
United States of America,Ecuador,765515
United States of America,El Salvador,2078525
United States of America,Fiji,182164
United States of America,France,1387463
United States of America,French Polynesia,232038
United States of America,Germany,4779936
United States of America,Grenada,7477
United States of America,Guadeloupe,70042
United States of America,Guatemala,460011
United States of America,Haiti,825801
United States of America,Honduras,1014219
United States of America,Hong Kong,704803
United States of America,Iceland,1028634
United States of America,Ireland,1079039
United States of America,Israel,1753394
United States of America,Italy,2727679
United States of America,Jamaica,3254003
United States of America,Japan,8502685
United States of America,Kenya,104375
United States of America,Kuwait,187031
United States of America,Malaysia,16083
United States of America,Marshall Islands,49000
United States of America,Mexico,15298280
United States of America,Micronesia,96029
United States of America,Morocco,26069
United States of America,Myanmar,2
United States of America,Nicaragua,176020
United States of America,Nigeria,149983
United States of America,Norway,463086
United States of America,Palau,46178
United States of America,Panama,3311179
United States of America,Peru,1093277
United States of America,Philippines,959641
United States of America,Poland,672779
United States of America,Portugal,1139967
United States of America,Qatar,598470
United States of America,Russia,897148
United States of America,Saint Kitts and Nevis,209728
United States of America,Saint Lucia,422438
United States of America,Saint Vincent and the Grenadines,26115
United States of America,Saudi Arabia,203877
United States of America,Singapore,981847
United States of America,Sint Maarten,717482
United States of America,South Africa,404552
United States of America,South Korea,3199871
United States of America,Spain,2155207
United States of America,Suriname,29355
United States of America,Switzerland,2395207
United States of America,Togo,61251
United States of America,Trinidad and Tobago,966427
United States of America,Turkey,687269
United States of America,Turks and Caicos Islands,905317
United States of America,Ukraine,180730
United States of America,United Arab Emirates,475578
United States of America,United Kingdom,13429642
United States of America,United States of America,817054672
United States of America,Uruguay,119024
United States of America,Uzbekistan,54163
United States of America,Vanuatu,90
United States of America,Vietnam,28
Uruguay,Argentina,2545
Uruguay,Bolivia,4910
Uruguay,Brazil,96217
Uruguay,Chile,267320
Uruguay,Panama,185740
Uruguay,Uruguay,515
Uzbekistan,China,55946
Uzbekistan,Georgia,10108
Uzbekistan,Israel,71636
Uzbekistan,Kazakhstan,111954
Uzbekistan,Russia,395791
Uzbekistan,Tajikistan,638
Uzbekistan,Uzbekistan,703854
Vanuatu,Vanuatu,245757
Venezuela,Argentina,45752
Venezuela,Bolivia,7986
Venezuela,Brazil,19818
Venezuela,Chile,17431
Venezuela,Colombia,98923
Venezuela,Costa Rica,32765
Venezuela,Cuba,59989
Venezuela,Curaçao,26598
Venezuela,Dominican Republic,93213
Venezuela,Ecuador,30506
Venezuela,France,79152
Venezuela,Italy,24499
Venezuela,Nicaragua,3424
Venezuela,Panama,444223
Venezuela,Peru,70312
Venezuela,Portugal,42668
Venezuela,Spain,272337
Venezuela,Trinidad and Tobago,28851
Venezuela,Turkey,46855
Venezuela,United States of America,198518
Venezuela,Venezuela,1538088
Vietnam,Australia,305565
Vietnam,Cambodia,479077
Vietnam,China,2144317
Vietnam,Taiwan,2701430
Vietnam,Czechia,224
Vietnam,Hong Kong,876913
Vietnam,India,288
Vietnam,Japan,1423658
Vietnam,Laos,284569
Vietnam,Macau,296308
Vietnam,Malaysia,869609
Vietnam,Morocco,249
Vietnam,Myanmar,212150
Vietnam,Philippines,144271
Vietnam,Qatar,79336
Vietnam,Russia,719674
Vietnam,Singapore,2687346
Vietnam,South Korea,7054420
Vietnam,Switzerland,28434
Vietnam,Thailand,1730
Vietnam,Turkey,97464
Vietnam,United Kingdom,89391
Vietnam,Vietnam,36102516
Wallis and Futuna,Wallis and Futuna,21762
Western Sahara,Morocco,10021
Western Sahara,Spain,54139
Western Sahara,Western Sahara,19771
Western Samoa,Australia,79086
Western Samoa,Fiji,55425
Western Samoa,French Polynesia,540
Western Samoa,Tonga,1376
Western Samoa,United States of America,40368
Yemen,Djibouti,7736
Yemen,Iran,1453
Yemen,Saudi Arabia,533
Zambia,Kenya,105994
Zambia,Namibia,8696
Zambia,South Africa,28037
Zambia,Zambia,176367
Zambia,Zimbabwe,7
Zimbabwe,Angola,6698
Zimbabwe,Kenya,77921
Zimbabwe,Malawi,12175
Zimbabwe,Namibia,27800
Zimbabwe,Rwanda,34465
Zimbabwe,South Africa,647673
Zimbabwe,Zambia,53046
Zimbabwe,Zimbabwe,242533
